Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apl,Quantity2-Apl,Value-Apl,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2004,'280110000',304,,KG,0,1632,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2004,'280120000',118,,KG,0,14000,20891,0,0,0,0,8000,11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,9182,0,0,0,0,0,0,0,0,0,0,0,0
2,2004,'280120000',304,,KG,0,27400,39092,0,17400,25095,0,10000,13997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2004,'280120000',409,,KG,0,467600,784136,0,20000,28908,0,20000,28852,0,50600,82922,0,61000,98310,0,40000,66800,0,164000,276006,0,0,0,0,4000,6652,0,8000,13165,0,40000,70076,0,20000,36233,0,40000,76212
2,2004,'280130000',105,,KG,0,71,463,0,0,0,0,0,0,0,71,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2004,'280130000',143,,KG,0,3226430,317159,0,141700,15444,0,124340,13551,0,306480,31240,0,347980,35252,0,401720,38162,0,183680,17449,0,242640,23050,0,324990,31291,0,197580,18768,0,283280,26909,0,451880,42927,0,220160,23116
2,2004,'280130000',144,,KG,0,594350,34039,0,104840,5754,0,69920,3838,0,70080,3846,0,34720,1915,0,35060,1927,0,87550,5016,0,69980,4276,0,52400,3202,0,69800,4265,0,0,0,0,0,0,0,0,0
2,2004,'280130000',205,,KG,0,42060,4416,0,42060,4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2004,'280200000',103,,KG,0,1132000,38318,0,125000,4207,0,77000,2569,0,61000,2135,0,93000,3129,0,109000,3689,0,77000,2611,0,125000,4207,0,77000,2611,0,138000,4662,0,64000,2198,0,93000,3171,0,93000,3129
2,2004,'280200000',210,,KG,0,90909,21807,0,9741,2221,0,0,0,0,13246,3097,0,7153,1594,0,0,0,0,10478,2486,0,1039,377,0,6518,1575,0,12894,3118,0,0,0,0,12494,2897,0,17346,4442
2,2004,'280200000',213,,KG,0,6750,2106,0,750,234,0,0,0,0,750,234,0,1500,468,0,0,0,0,750,234,0,0,0,0,0,0,0,750,234,0,750,234,0,0,0,0,1500,468
2,2004,'280200000',304,,KG,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
